"maxmind_city_10022","dbpedia-city904","1.0781391470579993"
"maxmind_city_18345","dbpedia-city10176","0.950183451284942"
"maxmind_city_18345","dbpedia-city12909","0.8283663704716336"
"maxmind_city_18345","dbpedia-city10691","0.9143281739860278"
"maxmind_city_18351","dbpedia-city2309","0.7745576500520412"
"maxmind_city_10785","dbpedia-city2604","0.7368971973089963"
"maxmind_city_12995","dbpedia-city2604","0.7306245030570426"
"maxmind_city_12995","dbpedia-city2664","0.7596000732289475"
"maxmind_city_12995","dbpedia-city3652","0.7008521697542109"
"maxmind_city_18349","dbpedia-city11549","0.7772052826929436"
"maxmind_city_6668","dbpedia-city14768","1.4862562100345071"
"maxmind_city_7681","dbpedia-city10160","0.8184396079242218"
"maxmind_city_8313","dbpedia-city13080","0.7285405039341861"
"maxmind_city_13715","dbpedia-city9743","1.4223428594638472"
"maxmind_city_5051","dbpedia-city11549","0.9415148241405514"
"maxmind_city_7610","dbpedia-city2664","1.6108070382877173"
"maxmind_city_7610","dbpedia-city3652","0.8152317752979511"
"maxmind_city_17057","dbpedia-city1357","0.7425117498524381"
"maxmind_city_3886","dbpedia-city13180","0.9895866039999945"
"maxmind_city_13481","dbpedia-city4156","0.9944386699999936"
"maxmind_city_13481","dbpedia-city12814","0.7240672869091251"
"maxmind_city_13481","dbpedia-city13080","0.955945556495317"
"maxmind_city_12879","dbpedia-city12814","1.0182494531262294"
"maxmind_city_12879","dbpedia-city13080","1.0382033096926715"
"maxmind_city_3793","dbpedia-city6442","0.9171881552810153"
"maxmind_city_769","dbpedia-city1863","0.7820120355834643"
"maxmind_city_769","dbpedia-city10150","1.017817896389325"
"maxmind_city_769","dbpedia-city11428","0.9054639277467555"
"maxmind_city_35","dbpedia-city12909","0.9735291223927588"
"maxmind_city_35","dbpedia-city10691","0.7800933125972006"
"maxmind_city_35","dbpedia-city13871","0.809501850038089"
"maxmind_city_4604","dbpedia-city10970","0.923835300746423"
"maxmind_city_5922","dbpedia-city7813","0.8151010464533321"
"maxmind_city_3861","dbpedia-city7073","0.9198501434495867"
"maxmind_city_17699","dbpedia-city6442","0.713414579101783"
"maxmind_city_17699","dbpedia-city8684","1.0292901215069388"
"maxmind_city_17917","dbpedia-city3132","0.966667000000001"
"maxmind_city_5267","dbpedia-city4247","0.7406043406162987"
"maxmind_city_5267","dbpedia-city1058","1.013634660809984"
"maxmind_city_5267","dbpedia-city5881","1.0636795848483445"
"maxmind_city_305","dbpedia-city7073","0.985022163261485"
"maxmind_city_14711","dbpedia-city9926","0.984718770663372"
"maxmind_city_8105","dbpedia-city10160","1.3739978065592875"
"maxmind_city_16266","dbpedia-city1828","0.9638560285192492"
"maxmind_city_16266","dbpedia-city1075","1.0537609924817235"
"maxmind_city_6395","dbpedia-city5881","0.7948749311491297"
"maxmind_city_6395","dbpedia-city506","0.7545771491184381"
"maxmind_city_11764","dbpedia-city10970","0.9903800968913643"
"maxmind_city_3115","dbpedia-city9818","1.0110783242258652"
"maxmind_city_9662","dbpedia-city5735","0.9509678491129379"
"maxmind_city_18751","dbpedia-city9756","0.9370604202593089"
"maxmind_city_15711","dbpedia-city9818","0.9477965998785671"
"maxmind_city_9013","dbpedia-city4471","0.9772516374627197"
"maxmind_city_18631","dbpedia-city1058","0.9732671776220028"
"maxmind_city_18691","dbpedia-city7813","0.9886230674943253"
"maxmind_city_18691","dbpedia-city8207","0.8996471266837825"
"maxmind_city_18691","dbpedia-city8702","0.9544183098691847"
"maxmind_city_1647","dbpedia-city6612","0.7276701640074038"
"maxmind_city_1647","dbpedia-city3898","0.7309193473795158"
"maxmind_city_18682","dbpedia-city5881","0.9868871000000093"
"maxmind_city_18682","dbpedia-city8684","0.8876588597867976"
"maxmind_city_13622","dbpedia-city528","0.9821082328219957"
"maxmind_city_14334","dbpedia-city7271","1.654760651331061"
